image_index,dataset_index,codec,quality,file_bytes,file_bpp,mse,psnr_db,ssim,lossless
134,32803,webp,10,114,0.890625,78.0009765625,29.209803208306347,0.8206794588656822,False
134,32803,webp,20,130,1.015625,55.8525390625,30.66037439893129,0.8797258448455718,False
134,32803,webp,35,158,1.234375,34.3798828125,32.76775968853448,0.9320306200429623,False
134,32803,webp,50,184,1.4375,25.056640625,34.14157516708699,0.9521312044260682,False
134,32803,webp,75,228,1.78125,17.1767578125,35.78139168603263,0.965161671938701,False
134,32803,webp,90,378,2.953125,4.083984375,42.01996289026069,0.9909357467604702,False
134,32803,webp,95,484,3.78125,2.05078125,45.01161022773803,0.9951912030432364,False
135,41882,raw,,1024,8.0,0.0,,1.0,True
135,41882,zlib,,1006,7.859375,0.0,,1.0,True
135,41882,png,,772,6.03125,0.0,,1.0,True
135,41882,jpeg,1,352,2.75,547.7216796875,20.74520429538704,0.6024688051725045,False
135,41882,jpeg,5,364,2.84375,332.1376953125,22.917621930768494,0.6965485357354143,False
135,41882,jpeg,10,389,3.0390625,156.7607421875,26.178430498793194,0.8353123078890793,False
135,41882,jpeg,20,412,3.21875,85.6240234375,28.80484729571791,0.9024370425673243,False
135,41882,jpeg,35,445,3.4765625,53.927734375,30.812681858811427,0.9358742956314352,False
135,41882,jpeg,50,471,3.6796875,39.3427734375,32.182153889616025,0.9525812858787127,False
135,41882,jpeg,75,538,4.203125,19.5205078125,35.22589249519923,0.9698469443015376,False
135,41882,jpeg,90,660,5.15625,5.9853515625,40.35990696155612,0.9896338018451898,False
135,41882,jpeg,95,791,6.1796875,2.474609375,44.195737069603,0.9950921165650974,False
135,41882,webp,1,102,0.796875,171.748046875,25.78188553920794,0.8474127767172324,False
135,41882,webp,5,120,0.9375,114.501953125,27.542674661206014,0.8909741841499462,False
135,41882,webp,10,130,1.015625,99.732421875,28.142439954105246,0.9008124597503403,False
135,41882,webp,20,154,1.203125,59.8505859375,30.360119543597772,0.9318393339203571,False
135,41882,webp,35,172,1.34375,42.314453125,31.865916284733476,0.9460123090257452,False
135,41882,webp,50,198,1.546875,24.275390625,34.27914133825785,0.966076724140693,False
135,41882,webp,75,234,1.828125,14.9306640625,36.39001236849126,0.979546087692725,False
135,41882,webp,90,372,2.90625,3.7060546875,42.44168537276223,0.9940108515608872,False
135,41882,webp,95,472,3.6875,1.9306640625,45.2737364819405,0.996302933640521,False
136,10235,raw,,1024,8.0,0.0,,1.0,True
136,10235,zlib,,935,7.3046875,0.0,,1.0,True
136,10235,png,,829,6.4765625,0.0,,1.0,True
136,10235,jpeg,1,348,2.71875,448.1103515625,21.616953844296564,0.38442018424427044,False
136,10235,jpeg,5,356,2.78125,242.3037109375,24.287202953588086,0.5890118362651601,False
136,10235,jpeg,10,378,2.953125,148.9326171875,26.400905394537467,0.7018909097594369,False
136,10235,jpeg,20,414,3.234375,90.3916015625,28.569522795573754,0.8051800749717865,False
136,10235,jpeg,35,455,3.5546875,56.474609375,30.612271252041275,0.8830865888627775,False
136,10235,jpeg,50,483,3.7734375,44.244140625,31.672245968560535,0.9097322779165624,False
